BBC Radio 1	Bradford,HTC One V,Ruhrstadion,HTC First,DC Comics,FC Goa,Belgrade,Bob Carr,Bulgaria,Croatia,Pep Guardiola,Tomb Raider,Cao Cao,AS Roma,Brazil,FC Basel,FC Seoul,Air Canada,Maxis,Voyager 2,AC Omonia,ND Gorica,New Horizons,Belfast,So Girls,Xiaomi,Ich will,AS Nancy,The Hague,GDragon,Celeron,Ranger 2,Corsier,Bird,Belize,Clang,Nampo,Jay album,FC Metz,Nintendo DS,Ranger 6,Sendai,Busan,Budapest,Nevada,Bob Corker,Emilia Fox,Botswana,Monaco,BBC One
Hohenzollern Dynasty	Qing dynasty,The Rolling Stones,Cornell University,House of Vasa,Brendon Šantalab,Şemsettin Günaltay,Henri Brisson,Shaquille ONeal,John Roberts,Huangchuan County,John Sherman,Rose Bowl Game,Montgomery Blair,Southern Tang,The Siren song,Chromecast,Ho Chi Minh City,Benjamin Bristow,Romansh language,Herman Van Rompuy,John Bercow,Ashkan Dejagah,Napoleon III,Chancellor of Germany,Akhenaten,Sherrod Brown,Gelderland,Ezequiel Garay,Armen Sargsyan,John Curtin,John Paul Stevens,Leandro Guaita,Robert Coontz,The Pretenders,Celeron,Benjamin Disraeli,Seven Years War,Mongol Empire,Hachinohe Aomori,Brian Mulroney,Norodom Monineath,Malcolm Fraser,Herbert Blumer,Rose Bowl stadium,Santander Spain,Zhang Wentian,Victor Ponta,Vincenzo Montella,Pope John XXI,House of Hohenzollern
Tuo Zhen	Wang Zhen,Luo Gan,Lu Xun,Qin Sheng,Liu Jian,Zhongshan,Sun Zhengcai,Mao Fumei,Suzhou,Cao Cao,Yunnan,Tim Krul,Chicken,Ron Wyden,Clojure,Corsier,Busan,McLaren,Yemen,Brooklyn,BBC One,Lyon,Iron Man,Lu Zhangong,Guo Jinlong,Yanan,Zhu Xi,Tong Liya,Yan Xishan,Yugawara,Guangxi,Hebei,Naha,Inuyasha,Pyongyang,GDragon,Quito,Miloš Zeman,Luís Figo,TRAX band,Ich will,Tigris,Sakhalin,Shueisha,Leeuwarden,Hitachi,Kurt Alder,Thuringia,H EP,Tuo Zhen
Roman Sharonoff	Ronan Keating,Armen Sargsyan,Yuan Shanshan,Tang Shaoyi,John Sherman,Brian Mulroney,Alan Sheehan,Hakan Yakin,Conan OBrien,Cosmin Contra,Qin Sheng,John Bercow,Brian Wilson,Romansh language,Good Charlotte,Rolling Star,Ron Wyden,Lost season 3,Suwa Nagano,North Carolina,Ivan Silayev,David Stern,Todor Burmov,Will Champion,Robert Coontz,Yanan,Bob Carr,Milan Susak,Fool Again,Gordon Sprigg,Anwar Sadat,Rahm Emanuel,Run Run Shaw,Chen Jianbin,Anton Chekhov,John Curtin,Yan Xishan,Robbie Keane,Gold Typhoon,Sean Connery,Jahangir,Jimmy Carter,Kim Ryeowook,Mamadou Sakho,Pope Mark,Toumba Stadium,Zhongshan,North Sea,Chavacano,Roman Sharonov
Feng Guozhang	Liu Yuzhang,Wang Dongxing,Wang Zhen,Yan Xishan,Deng Yingchao,Qin Sheng,Wind song,FC Goa,Li Ruihuan,Zhang Wentian,Tang Shaoyi,Luo Gan,Zhongshan,Yang Xu,Tong Liya,Alan Sheehan,Leessang,Pyongyang,Nông Đức Mạnh,Yury Luzhkov,Emma Goldman,Angus Young,Run Run Shaw,Nedum Onuoha,Jerry Moran,Li Keqiang,Flea musician,Guo Jinlong,Lu Zhangong,Dai Jiaoqian,Chen Jianbin,Lu Xun,Tuo Zhen,Yuan Shanshan,Liu Jian,Yanan,Rainie Yang,Jining,Sergey Shoygu,Hans Geiger,Guangxi,Sean Connery,Ron Wyden,Levi Woodbury,Southern Tang,Henri Brisson,William Chan,Ronan Keating,Park Jungmin,Feng Guozhang
Pierre Luigi Bersani	Pedro I of Brazil,Luigi Einaudi,Pedro Pires,Scuderia Ferrari,Jerry Moran,Sherrod Brown,Piedra Spain,Ingrid Bergman,Pietro Badoglio,Giorgio Chiellini,Giordano Bruno,Robert Trivers,Henri Brisson,Alfredo Cristiani,Lucrezia Borgia,Gustav Ludwig Hertz,Jeremy Bentham,Edward Livingston,Alexandre Millerand,Notre Dame de Paris,Patrick Leahy,Flea musician,Ezequiel Garay,Perfume Japanese band,Mari Kiviniemi,Penguin Books,Heath Ledger,Prince Fushimi Hiroyasu,Dianne Feinstein,Like a Virgin song,Chris Brown,Park Jungmin,Forensic Heroes,Leiden University,Tulane University,Li Ruihuan,Philadelphia 76ers,Clark University,Auburn University,Newark New Jersey,Party of Regions,Cornell University,Angelino Alfano,Li Keqiang,Marco Di Vaio,Carl Valeri,Bertrand Delanoë,Gerd Müller,Blerim Džemaili,Pier Luigi Bersani
Leverkusen FC	Juventus FC,Exeter City FC,Leessang,AS Monaco FC,Stoke City FC,Southampton FC,Sven Bender,Al Ain FC,Celeron,Lekhwiya SC,Berlin,Nexus 6P,Dave Mustaine,Leeuwarden,Lee Seunggi,FC Basel,Hull City AFC,McLaren,Evergreen Group,Tomer Hemed,Chicken,Game Center,Belgrade,Over Load,Ledley King,Atromitos FC,Armenia,Rivers Cuomo,Chrome OS,Yemen,Wuhan Zall FC,Lollipop F,Lost season 3,Lethbridge,Cameroon,Paris,Love So Sweet,Busan,Berbers,Peter Crouch,Airbus A330,Jeremy Bentham,Red Skull,Massachusetts,Levi Woodbury,Nereu Ramos,Lu Xun,Gelderland,Pope Leo IX,Bayer 04 Leverkusen
Donald III Scotland	Donald Rumsfeld,Kingdom of England,David Stern,Gerald Ford,Samuel L Southard,Ronan Keating,Carlos Santana,Waldemar Pawlak,Gold Typhoon,Gonchigiin Bumtsend,Gelderland,Rolling Star,Dai Jiaoqian,Tokyo Disneyland,John Sherman,Edward Livingston,Duncan Oughton,Donnie Yen,Montgomery Blair,Conan OBrien,Alan Sheehan,Run Run Shaw,Senad Lulić,Cape Colony,Santander Spain,Good Charlotte,Daisuke Sakata,Dave Mustaine,Dordrecht,North Carolina,Vegalta Sendai,Gerald Guralnik,Mana Iwabuchi,Zhang Wentian,Monaco,Deng Yingchao,Club Atlas,Flea musician,Universal Orlando,Valencian,London Underground,Mong Kok Stadium,Wind song,Feng Guozhang,Daraa Governorate,Monthly Comic Alive,Kawaguchi Saitama,Yashio Saitama,Windows Phone,Donald III of Scotland
Virgin Records	Atlantic Records,Dischord Records,Penguin Books,Nereu Ramos,Gerald Ford,John Roberts,Egirls,Chris Brown,Phil Spector,Air Canada,Forensic Heroes,Microsoft Word,John Bercow,Cosmin Contra,Epicurus,Corsier,Pat Roberts,Indiana Pacers,Victor Ponta,Marion Raven,Chris Weitz,Bradford,Bert T Combs,Arjen Robben,Luigi Einaudi,Sergey Shoygu,Sorry Sorry,Blake Ross,Jerry Moran,Tigris,Georgios Samaras,Berbers,Brown Eyed Girls,Rolling Star,Cinemax,Over Load,Avril Lavigne,Illinois,Suzuki Escudo,Rivers Cuomo,Angus Young,So Girls,Nicki Minaj,Gossip Candy,Katy Perry,Brian Wilson,Eagle Airways,Jack Kerouac,Colorado Rapids,Virgin Records
Tokyo Disneyland	Tong Liya,Pyongyang,Guo Jinlong,TRAX band,Takuya Terada,Pakistan,Tomer Hemed,Marco Di Vaio,Tom Hiddleston,Tuo Zhen,John Sherman,Gelderland,Xu Xiangqian,Yan Xishan,Yokohama,The Siren song,Cinemax,Donnie Yen,North Sea,Botswana,Toyota Aichi,Takasaki Gunma,Conan OBrien,Lingya District,Southern Tang,Maya Yoshida,Gossip Candy,Ronan Keating,Carlos Santana,Flea musician,North Carolina,Lost season 3,Coquitlam,Nacho Monreal,So Girls,North Brabant,Miloš Zeman,Tim BernersLee,Kingdom of England,Robbie Keane,Zhongshan,Mini DisplayPort,County Monaghan,Confignon,Rainie Yang,Luo Gan,Yōko Kamikawa,José Bosingwa,Pedro Pires,Tokyo Disneyland
Fujisawa City	Ordos City,Salt Lake City,Ichihara Chiba,SimCity,Gujarat,Yugawara,Tajimi Gifu,Edogawa Tokyo,Kuniaki Koiso,Alianza Lima,Ruhrstadion,Luís Figo,Mariah Carey,Chris Weitz,Odawara,Fuchū Tokyo,Busan,Shueisha,Sunny Hill,Ho Chi Minh City,Animax Asia,Hitachi,Budapest,Quito,Xiaomi Mi 2,Liu Jian,Pakistan,Xiaomi,Adam Smith,Bulgaria,KisMyFt2,Guangxi,William Chan,Dai Jiaoqian,Jahangir,Michael Bay,Punjabis,Fool Again,Flora Finch,Gossip Candy,French Navy,CurtissWright,Botswana,FC Metz,Fabio Capello,Niklaus Wirth,Hurricane Ike,Elvis Presley,Xu Xiangqian,Fujisawa Kanagawa
Sony Ericsson Xperia arc S	Sony Pictures Animation,Scuderia Ferrari,Syrian Armed Forces,Gordon Sprigg,John Eaton politician,Swiss Super League,Electronic Arts,One Arashi album,Force Superfly album,Sham Shui Po Sports Ground,Hungarian forint,Tongzhi Emperor,San Antonio Spurs,Maria GoeppertMayer,Henri Brisson,Love Across the Ocean,JeanBaptiste Lamarck,Republic of Korea Navy,Copa Libertadores,Indian Super League,Scottish Gaelic,Ingrid Bergman,Carson California,University of Zurich,Republic of Crimea,Dont Wanna Cry,University of Freiburg,John Langdon politician,Tokyo Disneyland,Kim Jiwon actress,Worcestershire,Connecticut River,Nokia Lumia 800,Forensic Heroes,Du riechst so gut,Star Mika Nakashima album,Mini DisplayPort,Solar Dynamics Observatory,Toyota Aichi,Norodom Monineath,Brendon Šantalab,CSX Transportation,Northrop Corporation,Patrick Kisnorbo,Takashi Sorimachi,Ander Herrera,Juan Antonio Samaranch,Surface Pro 2,Mayor of New Taipei,Sony Ericsson Xperia arc S
Mini DisplayPort	Microsoft Word,Ivan Silayev,Wind song,RCD Espanyol,Marco Di Vaio,Lingya District,Yan Xishan,Windows Phone,Rise of Nations,Lima footballer,Milan Susak,Nicki Minaj,Mana Iwabuchi,Mikaël Silvestre,Michael Bay,Tokyo Disneyland,Marc Janko,Dont Wanna Cry,Mari Kiviniemi,Jimmy Bullard,Monaco,Liu Jian,Bill Nelson,Trabzonspor,Henri Brisson,Phil Spector,Kuniaki Koiso,Hu Jintao,Emilia Fox,Tong Liya,Luigi Einaudi,Tongzhi Emperor,Brian Wilson,Tom Hiddleston,Guo Jinlong,Dai Jiaoqian,Madagascar,Tang Shaoyi,Lin Fengjiao,Deng Yingchao,Qing dynasty,Xiaomi,Modula2,SimCity,KisMyFt2,HTC First,Cinemax,Mazda Cosmo,Maxis,Mini DisplayPort
Luo Gan	Lu Xun,Tuo Zhen,Liu Jian,Cao Cao,Busan,Yunnan,Lyon,Iron Man,Yanan,Leessang,FC Goa,Gujarat,Goa,Li Ruihuan,Zhu Xi,Zhongshan,Suzhou,Guangxi,Yugawara,GDragon,Naha,Pauleta,Celeron,Chicken,Luís Figo,Clojure,Bob Carr,So Girls,Pyongyang,Zenica,TRAX band,AS Nancy,Sendai,BBC One,Fool Again,Quito,McLaren,Brooklyn,Modula2,Oregon,Linux,H EP,MeeGo,Cinemax,Pakistan,Astana,Croatia,Alkmaar,Moon EP,Luo Gan
Dream Girl  The Misconceptions Of You	Dream of Love Adventure Time,The Magicians Nephew,Prime Minister of Yemen,Chinas Got Talent series 3,Shire of Winton,Out Works  Collaboration Best,Rise of Nations,Nintendo WiFi Connection,ArabIsraeli conflict,National Revolutionary Army,Sham Shui Po Sports Ground,Pratt  Whitney JT9D,Carlos Adriano de Sousa Cruz,Hong Kong Third Division League,Korea Baseball Organization,University of Economics Prague,Takahito Prince Mikasa,Tin Aung Myint Oo,Japan Airlines Flight 123,Party of Regions,Saint Paul Minnesota,Sony Pictures Animation,Warner Bros Television,Swiss Football Association,This Is It Michael Jackson song,Du riechst so gut,Love Across the Ocean,Vasili Kuznetsov politician,2014 AFC Champions League,Kara South Korean band,Sandra Day OConnor,The Siren song,Debbie Stabenow,The Chronicles of Narnia,Banastre Tarleton,List of counties in Arizona,Red Hot Chili Peppers,Patrick Kisnorbo,Dianne Feinstein,Alexandre Millerand,Adiel de Oliveira Amorim,Prudente de Morais,George Papandreou,New Mexico Thunderbirds,Tom Hiddleston,The Rolling Stones,Emperor Ruizong of Tang,Edward Livingston,Will Champion,Dream Girl  The Misconceptions of You
The Magicians Nephew	The Rolling Stones,The Siren song,The Republicans France,The Hague,Taiwanese people,Charles Evans Hughes,The Pretenders,Malice Mizer,Marion Raven,Hans Geiger,Flea musician,Thomas Hobbes,Mariah Carey,American Samoa,Michael Sheen,Hurricane Ike,Forensic Heroes,Heath Ledger,Penguin Books,AMC TV channel,Ched Evans,Hungarian forint,Chris Weitz,Shaquille ONeal,Bernard Mandeville,Merrimack River,Jacques Demy,Together When,Tim BernersLee,Dave Mustaine,Stefan Löfven,Arabic alphabet,Run Run Shaw,Benjamin Bristow,Celtic languages,Thomas Pledl,Qiangic languages,Michael Bay,Americas,Aramaic alphabet,Sven Bender,Chavacano,Malcolm Fraser,Milan Susak,Tibetic languages,Thomas Vermaelen,Patrick Leahy,Azerbaijanis,Takuya Terada,The Magicians Nephew
Gonchikin Bumanzendi	Donald Rumsfeld,Gossip Candy,Manco Inca Yupanqui,Luigi Einaudi,Tongzhi Emperor,John Curtin,Chen Jianbin,Donnie Yen,John B Weller,Qinghai Senke FC,Conan OBrien,Cristiano Zanetti,Duncan Oughton,Rahm Emanuel,Tochigi Prefecture,Tocharian languages,North Brabant,Benjamin Disraeli,Ronan Keating,Robbie Keane,Southern Tang,Nokia Lumia 800,Bosnian language,Marion Raven,Ron Wyden,Lakhdar Brahimi,Aung San Suu Kyi,Luzhniki Stadium,Milan Susak,Mari Kiviniemi,Denis Zvizdić,John Bercow,Naif Hazazi,Mao Fumei,Debbie Stabenow,Ashkan Dejagah,Benjamin Bristow,Henri Brisson,Thomas Vermaelen,Jules Bianchi,Fabien Barthez,Hakan Yakin,Yitzhak Rabin,Gerald Guralnik,Tomer Hemed,Miloš Zeman,Jimmy Bullard,Akhenaten,Cosmin Contra,Gonchigiin Bumtsend
United Left Spain	Piedra Spain,Santander Spain,Ingrid Bergman,Ander Herrera,Montgomery Blair,House of Vasa,Carl Levin,Ledley King,University of Turin,Wilber Pan,Shire of Winton,Rise of Nations,Zhang Wentian,Miloš Zeman,Dave Mustaine,Andrew Yeom Soojung,Yitzhak Rabin,Michael Sheen,Pope Leo IX,Left Party Sweden,Party of Regions,Kingdom of Sicily,North Sea,West Java,Southern Tang,Fool Again,Lu Wei politician,Dutch East Indies,Together When,Bill Nelson,Senad Lulić,Flea musician,Altai Republic,Over Load,David Stern,Luo Gan,Exeter City FC,Will Champion,Victor Ponta,Salt Lake City,Love So Sweet,Gordon Sprigg,Philips Stadion,Rose Bowl Game,University of Jena,Microsoft Word,Animax Asia,Stefan Löfven,Edward Livingston,United Left Spain
Leandro Guetta	Pedro Pires,Sean Connery,Hayato Ikeda,Love So Sweet,Pauleta,Victor Ponta,Senad Lulić,Mario Gómez,Alan Sheehan,Francesco Totti,Nedum Onuoha,Carl Levin,Hans Geiger,Pat Roberts,John Roberts,Lethbridge,Luo Gan,John Curtin,Yang Xu,Zhang Yesui,Zhang Wentian,Mao Fumei,Wang Zhen,Feng Guozhang,Heartful,Wally West,Takasaki Gunma,Croatia,Yashio Saitama,JeanPaul Sartre,Brendon Šantalab,Nacho Monreal,Carl Valeri,Manuel Valls,Fabio Capello,Cosmin Contra,Marc Janko,Ander Herrera,Gary Cahill,Milan Susak,Alianza Lima,Piedra Spain,Matěj Vydra,Andi Herzog,Cantonese,Rivers Cuomo,Tomer Hemed,Vegalta Sendai,Henri Brisson,Leandro Guaita
Thomas Hobbes	Thomas Pledl,Tomer Hemed,Thomas Vermaelen,Arjen Robben,The Hague,Tomb Raider,Aldous Huxley,Bert T Combs,John Roberts,Bob Corker,Conan OBrien,Tuo Zhen,Pat Roberts,UD Las Palmas,Niels Bohr,Tom Hiddleston,Socrates,Sean Connery,Todor Burmov,Emma Goldman,Gary Locke,Hans Geiger,Jimmy Carter,Pedro Pires,Stefan Löfven,Ron Wyden,Chris Weitz,Émile Borel,Chris Brown,The Pretenders,Mariah Carey,Mao Fumei,Mohamed Morsi,Túpac Huallpa,Roger Wicker,St Albans,Tim Krul,Flora Finch,Hebei,Angus Young,Seth Harris,Soft rock,Zhongshan,Mazda Cosmo,Cosmin Contra,DC Comics,Animax Asia,Ched Evans,North Sea,Thomas Hobbes
kaka	Naha,Goa,Yanan,AWK,Bird,EXID,ABBA,Nampo,VIXX,TVBS,H EP,Clang,Astana,NTV7,Busan,Metz,Lyon,Maxis,Nevada,GNU,IOS,Qantas,Ovid,Paris,Pauleta,Sammir,AlQaeda,Kashiwa,Yokohama,FC Goa,Zenica,Croatia,SS501,Delhi,Pakistan,Gujarat,Sakhalin,MeeGo,Alkmaar,Monaco,Odawara,SDN48,Linux,Xiaomi,BASIC,Sendai,Hebei,Quito,Yemen,Kaká
Lu Xun	Luo Gan,Zhu Xi,Liu Jian,Yunnan,Busan,Linux,Lyon,Tuo Zhen,Yang Xu,Suzhou,Yanan,Quito,VIXX,FC Goa,EXID,Oregon,H EP,Yemen,Hu Jintao,Li Ruihuan,Liu Yuzhang,Cao Cao,Guangxi,Hebei,Leessang,Jining,Clojure,Ovid,Berlin,Nampo,Celeron,Tim Krul,AWK,Luís Figo,SDN48,Naha,GDragon,Sammir,Bird,Kaká,Delhi,AS Nancy,Zenica,SS501,Sendai,BBC One,Pauleta,Chicken,ABBA,Lu Xun
Bob Kolker	Bob Carr,Tomb Raider,Ron Wyden,Roger Wicker,Gary Locke,Kurt Alder,Gerd Müller,Corsier,Soft rock,BBC One,Tim Krul,Pat Roberts,Ernst Kummer,Carl Valeri,John B Weller,Bill Nelson,John Roberts,Hans Geiger,Kaká,Sven Bender,Sean Connery,Donnie Yen,Coquitlam,Pope Mark,ND Gorica,Robbie Keane,Tuo Zhen,Mao Fumei,Yokohama,Club Atlas,Esbjerg,Haarlem,Modula2,Hebei,The Hague,FC Goa,Bashkirs,Ich will,North Sea,Belgrade,Cape Colony,Brooklyn,Boeing 747,Chicken,Yao people,Monaco,Socrates,DC Comics,Game Center,Bob Corker
Yang Xu	Yanan,Lu Xun,Zhu Xi,Wang Zhen,Yunnan,Guangxi,Clang,Ranger 6,Ranger 2,Qantas,Shanghai,Yan Xishan,Tong Liya,Jining,Zhang Yesui,Cao Cao,Suzhou,Kaká,Naha,Nampo,Sammir,Pauleta,Zenica,Kashiwa,Jahangir,Sendai,H EP,VIXX,Cinemax,Linux,Tigris,Moon EP,Yemen,Oregon,WatchOS,Maxis,Monaco,Haarlem,Luo Gan,Madrid,Tang Shaoyi,Paris,Mao Fumei,Zhongshan,Tim Krul,AlQaeda,Setagaya,Yugawara,Chicken,Yang Xu
France Womens National Football Team	Finland national football team,Wales national football team,Sweden national football team,Mali national football team,Morocco national football team,Serbia national football team,Czech Republic national football team,France national under21 football team,Japanese National Railways,Michael Marrone footballer,Roberto Carlos footballer,United States mens national soccer team,FrancoProvençal language,Vålerenga Fotball,National Front France,Lima footballer,Brendon Šantalab,Francesco Cossiga,Vincenzo Montella,Francesco Totti,Francesco Toldo,City Football Group,Shandong Provincial Stadium,Occupation of Japan,Party of Labour of Albania,Bon Voyage Kumi Koda album,First Love Utada Hikaru album,Emirate of Jabal Shammar,Rise of Nations,Princess Iman bint Hussein,Windows Photo Gallery,Şemsettin Günaltay,The Bourne Ultimatum,Out Works  Collaboration Best,John Eaton politician,Prince Nikolai of Denmark,Hong Kong Football Association,Gwangju World Cup Stadium,Rose Bowl stadium,Wang Liang footballer born 1989,Independiente Medellín,Force Superfly album,French Polynesia,Indonesian language,Queen Noor of Jordan,Russian Provisional Government,Chancellor of Germany,Music Madonna album,University of Notre Dame,France womens national football team
Ahmed Oyahia	AC Omonia,Ched Evans,Armenia,Mohamed Morsi,Animax Asia,Camellia,Shueisha,Chen Jianbin,The Hague,Avex Trax,Khmer Empire,Americas,Asamoah Gyan,Matěj Vydra,Nedum Onuoha,AlQaeda,Angelo Ogbonna,Tomer Hemed,Hakan Yakin,Nereu Ramos,Gary Cahill,Ander Herrera,Senad Lulić,Anwar Sadat,Zhang Yesui,Kim Hyungil,Armen Sargsyan,Maya Yoshida,Ledley King,Zhang Wentian,Akhenaten,Arjen Robben,Jules Bianchi,AS Nancy,Piedra Spain,Chandigarh,Yūko Obuchi,Setagaya,Odawara,Pope Mark,Naha,Zhu Xi,Maebashi,Oppa Oppa,Gold Typhoon,West Java,Delhi,Split Croatia,Astana,Ahmed Ouyahia
Maria Alexandrovna Country of HesseRhine	Princess Iman bint Hussein,Princess Victoria Louise of Prussia,Mizan Zainal Abidin of Terengganu,Prime Minister of Yemen,Madonna entertainer,Mapúa Institute of Technology,Party of Labour of Albania,Mali national football team,Maria GoeppertMayer,Alexandre Millerand,Hallam Tennyson 2nd Baron Tennyson,Aleksandr Kokorin,Prime Minister of Slovenia,National Cheng Kung University,University of Notre Dame,State University of New York,University of Turin,University of Florence,University of Jena,University of Mississippi,Michael Marrone footballer,Marriner Stoddard Eccles,Dianne Feinstein,Queen Noor of Jordan,Pedro I of Brazil,Prince Nikolai of Denmark,Chancellor of Germany,Albert II of Belgium,Anders Fogh Rasmussen,Carlos Duke of Parma,Johann Gottfried Herder,Kara South Korean band,Francesco Cossiga,Carlos Adriano de Sousa Cruz,University of Freiburg,Mayor of New Taipei,Syrian Armed Forces,University of Zurich,Warner Bros Television,Serbia national football team,Huangchuan County,Party of Regions,University of Liverpool,University of Portland,Kim Jiwon actress,Grand Duchess Alexandra Nikolaevna of Russia,Soraya EsfandiaryBakhtiari,Mariah Carey,Mary Todd Lincoln,Maria Alexandrovna Marie of Hesse and by Rhine
Gorica Football Club	City Football Group,Lima footballer,Vålerenga Fotball,Force Superfly album,Toumba Stadium,China Railways CRH3,Music Madonna album,Ricardo Carvalho,Nokia Lumia 800,Wuhan Zall FC,Brendon Šantalab,Rose Bowl Game,Coptic alphabet,Cosmin Contra,Good Charlotte,Swiss Federal Council,Gary Cahill,Angels Fall First,Giorgio Chiellini,Gerd Müller,Body Feels Exit,Zara Phillips,North Brabant,Georgios Tzavellas,Michael Bay,Levi Woodbury,Gerald Guralnik,Dont Wanna Cry,Haruna Kojima,Portia SimpsonMiller,Ichihara Chiba,Giordano Bruno,Microsoft Word,Marcel Desailly,George Papandreou,Túpac Huallpa,George Grenville,Maria GoeppertMayer,Eurico Gaspar Dutra,Gerald Ford,Pope Urban III,Georges Pompidou,Villarreal CF,Swiss Football Association,Worcester City FC,Alianza Lima,Split Croatia,Colorado Rapids,Mali national football team,ND Gorica
TRAX	VIXX,TVBS,EXID,H EP,Kaká,ABBA,NTV7,AWK,Naha,IOS,Goa,Bird,Metz,Lyon,GNU,Ovid,Maxis,SDN48,SS501,MeeGo,Clang,Nampo,Yanan,Busan,BASIC,Linux,Quito,Delhi,Zhu Xi,Tigris,Hebei,Yemen,Lu Xun,Paris,Egirls,TVBSAsia,Xiaomi,FC Goa,Sammir,Astana,Sendai,Zenica,Jining,Suzhou,Qantas,Monaco,Belize,Yang Xu,Yunnan,TRAX band
Socrates	McLaren,So Girls,Corsier,Belgrade,Americas,Budapest,Akhenaten,GDragon,Monaco,Maxis,Gujarat,Goa,Croatia,SimCity,Berbers,Punjabis,Egirls,Mauritius,Star Wars,Sendai,Haarlem,Tigris,Sakhalin,Qantas,Paris,Epicurus,Brazil,Bird,FC Basel,Cao Cao,Pauleta,Oregon,Chicken,Nampo,Luo Gan,Yanan,AlQaeda,Bob Carr,Yokohama,Nevada,St Albans,Bulgaria,Kaká,Mao Fumei,BBC One,Clojure,Voyager 2,Setagaya,North Sea,Socrates
National Revolutionary Army	Lao Peoples Revolutionary Party,National Front France,Nationalist Party Malta,National Cheng Kung University,China Railways CRH3,Madonna entertainer,Napoleon III,North Carolina,Electronic Arts,Dont Wanna Cry,Ronan Keating,Pascoal Ranieri Mazzilli,Marion Raven,Nokia Lumia 800,Adiel de Oliveira Amorim,Samuel L Southard,Maria GoeppertMayer,An Lushan Rebellion,Nankai University,Battle Fever J,New Zealand Labour Party,Taipei Metro Line 5,Mali national football team,Party of Regions,Nacho Monreal,San Antonio Spurs,Lima footballer,Yellow Coldplay song,Philadelphia 76ers,Cape Colony,Haruna Kojima,Haha entertainer,Bill Nelson,City of Canada Bay,Friends season 7,New Caledonia,Carlos Duke of Parma,Carson California,Mini DisplayPort,Fyodor Dostoyevsky,Carl Levin,Brian Mulroney,Timon Wellenreuther,Patty Murray,Nikola Petković,Katy Perry,Saint Barthélemy,Saint Paul Minnesota,Mariah Carey,National Revolutionary Army
Umberto II	Pope Leo IX,Cameroon,Americas,Celeron,Elizabeth II,Napoleon III,Émile Borel,Wilber Pan,Robert Coontz,Oregon,Ranger 2,Mestizo,North Sea,Ranger 6,Berbers,Heartful,Hebei,Quito,Esbjerg,Metz,MeeGo,Nexus 6P,Nintendo DS,Over Load,Pope Urban III,Pope Pius IX,Pope John XXI,Pope Mark,Bob Carr,Berlin,Hayato Ikeda,Camellia,Socrates,Gary Locke,AC Omonia,Nightwish,Dordrecht,Pauleta,Bob Corker,Cao Cao,GDragon,Bird,Juventus FC,Leessang,EXID,Thuringia,Blake Ross,Sammir,Tim Krul,Umberto II of Italy
Southend Football Club	City Football Group,Vålerenga Fotball,Lima footballer,Wuhan Zall FC,Southern Tang,Brendon Šantalab,Southampton FC,Chinese FA Cup,Mali national football team,Toumba Stadium,Rose Bowl Game,Tianhe Stadium,Luzhniki Stadium,North Brabant,Force Superfly album,Sunny Hill,Seven Years War,Cosmin Contra,Angels Fall First,House of Vasa,Salt Lake City,China Railways CRH3,Nintendo DSi,Vincenzo Montella,Stephen Hawking,Nintendo 2DS,Monthly Comic Alive,Dont Wanna Cry,Moshe Katsav,Northern California,John B Weller,Nintendo DS,John Roberts,Pope Urban III,Exeter City FC,St Albans,San Antonio Spurs,Stadium Australia,Scuderia Ferrari,Sugathadasa Stadium,Good Charlotte,Rose Bowl stadium,North Sea,Shandong Airlines,Northrop Corporation,Coptic alphabet,Nacho Monreal,Santander Spain,Senad Lulić,Southend United FC
Latvian Premier League	201314 Premier League,Indian Super League,Belgian Pro League,Swiss Super League,Syrian Armed Forces,Taiwanese people,Tim BernersLee,Nagano Prefecture,Patrick Leahy,Maria GoeppertMayer,Albanian Armed Forces,Bosnian language,Santander Spain,National Front France,Battle Fever J,Daraa Governorate,Gilan Province,Stefan Effenberg,AC Sparta Prague,Shimane Prefecture,Elvis Presley,Rainie Yang,Okayama Prefecture,Haha entertainer,Fukui Prefecture,Tochigi Prefecture,Bastian Schweinsteiger,Iwate Prefecture,2014 AFC Champions League,Dalian Shide FC,Chinese FA Cup,Indiana Pacers,Kushan Empire,Evergreen Group,Tianhe Stadium,Hausa language,Akkadian language,Löfven Cabinet,Ivan Silayev,Like a Virgin song,Cathay Pacific,Ashkan Dejagah,The Pretenders,Seven Years War,Madonna entertainer,Sven Bender,Over Load,Tajimi Gifu,Paraná state,Latvian Higher League
