BBC Radio 1	Bradford,HTC One V,Ruhrstadion,HTC First,DC Comics,FC Goa,Belgrade,Bob Carr,Bulgaria,Croatia,Pep Guardiola,Tomb Raider,Cao Cao,AS Roma,Brazil,FC Basel,FC Seoul,Air Canada,Maxis,Voyager 2,AC Omonia,ND Gorica,New Horizons,Belfast,So Girls,Xiaomi,Ich will,AS Nancy,The Hague,GDragon,Celeron,Ranger 2,Corsier,Bird,Belize,Clang,Nampo,Jay album,FC Metz,Nintendo DS,Ranger 6,Sendai,Busan,Budapest,Nevada,Bob Corker,Emilia Fox,Botswana,Monaco,Punjabis,RCD Mallorca,Luo Gan,Cameroon,Ron Wyden,Zhu Xi,Bill Nelson,Al Ain FC,Chandigarh,Sakhalin,Bashkirs,Gary Cahill,Pat Roberts,Nereu Ramos,Kim Ryeowook,Blake Ross,Marc Janko,Li Ruihuan,Lu Zhangong,Liu Jian,Guo Jinlong,Madrid,Berlin,Paris,TVBSAsia,Cinemax,Li Keqiang,St Albans,SS501,Fool Again,Qantas,Modula2,Xiaomi Mi 2,Cape Colony,ABBA,TRAX band,Lost season 3,Shropshire,Wind song,SimCity,H EP,Nicki Minaj,Sunny Hill,Soft rock,Americas,Alkmaar,Hitachi,Yokohama,Will Champion,Egirls,BBC One
Heath Ledger	Hans Geiger,Lethbridge,Game Center,Kurt Alder,Drake rapper,North Sea,Seth Harris,Jahangir,Sean Connery,Sven Bender,Gerd Müller,Gary Locke,Katy Perry,Carl Levin,Hayato Ikeda,Heartful,Katowice,Tomer Hemed,West Java,Agatha Barbara,Carl Valeri,Yao people,Senad Lulić,Otto Weininger,Leeuwarden,Ander Herrera,Jeff Merkley,Roger Wicker,Belgrade,Bob Corker,Matěj Vydra,Pat Roberts,Herbert Blumer,Haarlem,Tomb Raider,Lee Seunggi,John B Weller,Jimmy Carter,Harold Urey,Hebei,Vegalta Sendai,Zhang Yesui,Ernst Kummer,Cantonese,Pedro Pires,Stefan Löfven,Hard rock,Wang Zhen,Ron Wyden,Édith Cresson,Mao Fumei,Pope Leo IX,WatchOS,MeeGo,Clang,Nexus 7 2012,Over Load,Jay album,Hitachi,Blake Ross,IPhone 5S,French Navy,Wind song,Ledley King,Pauleta,Celeron,Nexus 6P,Chicken,Tong Liya,HTC One V,Malice Mizer,Star Wars,Ich will,HTC First,AlQaeda,Leessang,Berbers,Hulk comics,Battle Fever J,St Albans,Palencia,McLaren,Together When,H EP,David Stern,Ranger 2,The Pretenders,Qin Sheng,Bashkirs,Cape Colony,Ranger 6,Joachim Löw,Madagascar,Émile Borel,Phil Spector,Corsier,Bob Carr,Metz,Robert Trivers,Heath Ledger
Odawara City	Ordos City,Edogawa Tokyo,Yugawara,Salt Lake City,Ichihara Chiba,Gujarat,SimCity,Adam Smith,Maebashi,Tajimi Gifu,Uttarakhand,Haarlem,Samuel Alito,Sakhalin,Mazda Cosmo,Paraná state,Karakoram,Anwar Sadat,Bulgaria,Leandro Guaita,Niklaus Wirth,Xiaomi Mi 2,Exeter City FC,Alianza Lima,Mariah Carey,Harold Urey,Jahangir,OneDrive,Chavacano,Gary Cahill,Michael Bay,Cao Cao,Oppa Oppa,Madagascar,Over Load,Flora Finch,Star Wars,Mauritius,Kashiwa,Suwa Nagano,Setagaya,Hayato Ikeda,Ibaraki Osaka,Shanghai,Sendai,Naha,Haruna Kojima,Madrid,Toyota Aichi,Kuniaki Koiso,Maya Yoshida,Paris,Dordrecht,Asamoah Gyan,Animax Asia,Brazil,Sammir,Piedra Spain,Belgrade,Hitachi,Astana,Katowice,Oregon,Camellia,Budapest,Cape Colony,ND Gorica,Quito,Hard rock,Lekhwiya SC,Leeuwarden,Rivers Cuomo,Alkmaar,Thuringia,Ruhrstadion,Belfast,Corsier,Ovid,Palencia,Sunny Hill,Guangxi,GDragon,Bradford,Ledley King,Hakan Yakin,AlNusra Front,Liu Jian,Warwickshire,Dai Jiaoqian,Staffordshire,Qantas,Croatia,Yanan,UD Salamanca,Tigris,Mao Fumei,Wang Zhen,Robert Coontz,Gerald Ford,Odawara
Will Arnett	Wally West,Bill Nelson,Wilber Pan,Wind song,Al Ain FC,Will Champion,William Windom,Kurt Alder,Tim Krul,Émile Borel,William Chan,Fool Again,Carl Valeri,Clojure,Pauleta,Qin Sheng,BBC One,HTC One V,Air Canada,Wang Zhen,FC Metz,Kurt Vonnegut,Qing dynasty,Sean Connery,Illinois,Bob Corker,Ron Wyden,Adam Smith,Samuel Alito,Harold Urey,Victor Ponta,Marc Janko,Jimmy Carter,Carl Levin,John Roberts,Miloš Zeman,Pat Roberts,Phil Spector,Sven Bender,Niels Bohr,AlQaeda,Hulk comics,Bird,Tigris,Celeron,Kim Hyungil,Liu Jian,Mao Fumei,Luo Gan,Milan Susak,Nilo Peçanha,Rolling Star,Nicki Minaj,Dordrecht,Iron Man,TRAX band,KisMyFt2,Ulla Schmidt,Split Croatia,Lollipop F,Gujarat,ECMAScript,Cinemax,Leeuwarden,West Java,Soft rock,Lu Xun,AS Nancy,SimCity,McLaren,Tuo Zhen,Hu Jintao,Jining,Palencia,Haarlem,Gelderland,Budapest,St Albans,Club Atlas,Berbers,HTC First,Clang,Metz,Belgrade,Eagle Airways,Belfast,Linux,Game Center,Bulgaria,Armenia,Avex Trax,Apple A9,Belize,Cantonese,Conan OBrien,Blake Ross,William Golding,Ich will,Chris Weitz,Will Arnett
Seoul Football Club	City Football Group,Lima footballer,Stoke City FC,Southampton FC,Villarreal CF,Hull City AFC,AS Monaco FC,Body Feels Exit,Toumba Stadium,Rose Bowl Game,Vålerenga Fotball,Southern Tang,Angels Fall First,Wuhan Zall FC,Swiss Federal Council,Dont Wanna Cry,Salt Lake City,Manuel Valls,Levi Woodbury,Seven Years War,Pope Urban III,Club Atlas,Stadium Australia,Sweden national football team,Swiss Football Association,Jay album,Serbia national football team,Juventus FC,Wales national football team,Pauleta,Sunny Hill,FC Basel,Music Madonna album,Fool Again,Force Superfly album,Split Croatia,Toyota Aichi,Rose Bowl stadium,China Railways CRH3,So Girls,Senad Lulić,William Chan,Carl Valeri,Setagaya,Brendon Šantalab,Nedum Onuoha,Lollipop F,Good Charlotte,Vegalta Sendai,Seth Harris,Nacho Monreal,Pep Guardiola,San Antonio Spurs,Yao people,Jerry Moran,Star Wars,Bob Carr,Suzhou,St Albans,AS Roma,Nexus 7 2012,Soft rock,Bert T Combs,Adobe Flash Player,New Caledonia,Sergey Shoygu,Gerd Müller,Scottish Gaelic,RCD Mallorca,House of Vasa,Kazuhiko Chiba,Georgios Samaras,Mong Kok Stadium,John Roberts,OS X Mountain Lion,Red Skull,Otto Grotewohl,Georgios Tzavellas,Sean Connery,Ho Chi Minh City,Sukhoi Su24,Saint Barthélemy,Samuel Alito,Gerald Ford,Samuel L Southard,Gerald Guralnik,Marcel Desailly,George Papandreou,John B Weller,Pope Leo IX,Túpac Huallpa,George Grenville,Feng Guozhang,Hu Jintao,Pope Sixtus V,Pope John XXI,Elizabeth II,Pedro I of Brazil,Exeter City FC,FC Seoul
Chuck Schumer	Chicken,Ulla Schmidt,Phil Spector,Ernst Kummer,Kurt Alder,Tuo Zhen,Mao Fumei,Hulk comics,The Hague,Bob Corker,Jack Kerouac,John B Weller,Chris Weitz,Roger Wicker,Conan OBrien,Jimmy Carter,Herbert Blumer,Niels Bohr,Kim Heechul,David Stern,John Sherman,Carl Valeri,Tang Shaoyi,Zhang Yesui,Tomb Raider,Chris Brown,Ivan Silayev,Malice Mizer,Hans Geiger,Gerd Müller,Wang Zhen,Red Skull,Tomer Hemed,Michael Sheen,Drake rapper,Milan Susak,Chen Jianbin,Shueisha,Heath Ledger,Mario Gómez,Ched Evans,Corsier,Park Jungmin,Sammir,Clojure,Lu Xun,Zhu Xi,Qin Sheng,Chavacano,Khmer Empire,Sven Bender,North Sea,Club Atlas,Yokohama,Shropshire,Game Center,County Durham,Jay album,Chromecast,Ron Wyden,Jeff Merkley,Rahm Emanuel,Tim Krul,Carl Levin,Bob Carr,Casey Affleck,Malcolm Fraser,Miloš Zeman,Sean Connery,Gary Cahill,Marc Janko,Gary Locke,Alan Sheehan,Arjen Robben,Todor Burmov,Fahri Korutürk,Nicki Minaj,Anwar Sadat,Peter Crouch,Montesquieu,Bert T Combs,Nereu Ramos,Sergey Shoygu,Li Ruihuan,Akhenaten,Ludvík Svoboda,Adam Smith,Yury Luzhkov,Thuringia,Hu Jintao,Zhang Wentian,The Pretenders,Émile Borel,Epicurus,Haruna Kojima,Liu Yuzhang,Carlos Santana,Zhongshan,Pedro Pires,Chuck Schumer
Athletic Bilbao	Palencia,Americas,Valencian,Atlantic Records,Angelino Alfano,Agatha Barbara,Club Atlas,Alianza Lima,Al Ain FC,Pauleta,Armenia,Zenica,Jules Bianchi,Flea musician,American Samoa,Ledley King,North Brabant,Ich will,Apple Watch,Shueisha,Eagle Airways,St Albans,Émile Borel,Malice Mizer,Liu Jian,Thuringia,Avex Trax,Samuel Alito,Michael Bay,Nicki Minaj,Chris Brown,Lucrezia Borgia,Apple A9,Ahmed Ouyahia,Arjen Robben,Ichihara Chiba,Hu Jintao,Chen Jianbin,AC Omonia,UD Las Palmas,Ander Herrera,Vegalta Sendai,Exeter City FC,Split Croatia,Atromitos FC,Luís Figo,Alkmaar,Milan Susak,Astana,Croatia,Toyota Aichi,ND Gorica,Ashkan Dejagah,Camellia,Rivers Cuomo,Air Canada,The Hague,Ruhrstadion,Francesco Toldo,Hitachi,Senad Lulić,Cape Colony,Manuel Valls,Lethbridge,Asamoah Gyan,Scuderia Ferrari,Setagaya,Ched Evans,Animax Asia,Matěj Vydra,Carl Valeri,Penguin Books,Mestizo,Chavacano,Blerim Džemaili,Suzuki Escudo,Rolling Star,Bulgaria,Sunny Hill,North Sea,AlQaeda,Andi Herzog,Marc Janko,House of Vasa,West Virginia,Marco Di Vaio,Pedro Pires,Connecticut River,William Windom,Atsugi Kanagawa,Henri Brisson,Arabic alphabet,Xiaomi Mi 2,Chicken,Victor Ponta,Jerry Moran,West Java,Jimmy Bullard,Flora Finch,Athletic Bilbao
New Zealand Labour Party	New Caledonia,Nationalist Party Malta,Salt Lake City,Notre Dame de Paris,Samuel L Southard,Abd Rabbuh Mansur Hadi,Li Keqiang Government,New Mexico Thunderbirds,Netherlands Antilles,JeanPaul Sartre,Indonesian language,Seven Years War,Leiden University,Newark New Jersey,Sean Connery,Waldemar Pawlak,Gerald Ford,Tulane University,Niklaus Wirth,Ezequiel Garay,Leandro Guaita,Huangchuan County,Mamadou Sakho,Gerald Guralnik,National Front France,Löfven Cabinet,American Samoa,Paraná state,Hungarian forint,Anwar Sadat,Newcastle Jets FC,Chancellor of Germany,Nankai University,City of Canada Bay,Benjamin Disraeli,Bulgarian language,Nivkh language,Tocharian languages,Bosnian language,Aymara language,Agatha Barbara,Scuderia Ferrari,Wuhan University,Lafayette Louisiana,Wilber Pan,Northern California,Belgian Pro League,Akkadian language,Senad Lulić,Basque language,UtoAztecan languages,Celtic languages,Dont Wanna Cry,Gelderland,Nintendo DSi,Northeastern University,Clark University,Sichuan University,Nagano Prefecture,Cornell University,Angels Fall First,New Horizons,Pedro Pires,Pep Guardiola,Bertrand Delanoë,Şemsettin Günaltay,Milan Susak,Levi Woodbury,Herman Van Rompuy,Niels Bohr,Takeaki Matsumoto,Nereu Ramos,Patty Murray,Nacho Monreal,Nintendo 2DS,Aleksandr Kokorin,Nanako Matsushima,RCD Mallorca,Lucrezia Borgia,George Papandreou,Deportivo de La Coruña,Nintendo DS,Carlos Duke of Parma,UD Salamanca,Haj Ali Razmara,Gustav Ludwig Hertz,Guy de Maupassant,Angelo Ogbonna,Mariah Carey,Lao Peoples Revolutionary Party,United Left Spain,Occupation of Japan,Air Canada,Vålerenga Fotball,Ho Chi Minh City,Republic of Genoa,North Brabant,Kamakura shogunate,Gilan Province,New Zealand Labour Party
John Bercow UK	John Curtin,John B Weller,John Sherman,John Roberts,John Dew bishop,Jack Kerouac,Pope Leo IX,Lost season 3,José Bosingwa,Todor Burmov,Andi Herzog,Jeff Merkley,Sven Bender,Chris Brown,Soft rock,Monaco,Ranger 2,Ranger 6,Voyager 2,Nintendo DS,Bob Corker,Conan OBrien,Ron Wyden,Joachim Löw,Tomer Hemed,Ronan Keating,Tim BernersLee,Bill Nelson,Yuya Tegoshi,Bob Carr,Montesquieu,Corsier,North Brabant,Pope Stephen I,Wuhan Zall FC,Roman Sharonov,Dordrecht,Celeron,Lollipop F,Mohamed Morsi,Pope Mark,Donnie Yen,Kim Ryeowook,Pope Sixtus V,Pope Urban III,Confignon,Good Charlotte,Gold Typhoon,Ich will,Jahangir,Kim Heechul,North Carolina,Pope Pius IX,Love So Sweet,Katy Perry,Lin Fengjiao,Yao people,Rose Bowl Game,Southern Tang,Brooklyn,So Girls,Together When,IPhone 5S,Cameroon,Berbers,Nintendo DSi,Hulk comics,Moon EP,Nintendo 2DS,Chromecast,Chrome OS,Robert Coontz,Roger Wicker,Jimmy Bullard,Otto Grotewohl,Gordon Sprigg,Alan Sheehan,Bert T Combs,Virgin Records,Berlin,Thomas Hobbes,Sherrod Brown,Fabien Barthez,Tim Krul,Thomas Vermaelen,John Paul Stevens,Gary Locke,Fahri Korutürk,Nilo Peçanha,Marc Janko,Ivan Silayev,Hans Geiger,Arjen Robben,Sean Connery,Angus Young,Wilber Pan,Hard rock,Zhang Yesui,House of Vasa,John Bercow
Ricardo Carvalho	Fabio Capello,Pietro Badoglio,Gary Cahill,Rivers Cuomo,Marco Di Vaio,Mamadou Sakho,Cao Cao,Air Canada,Nilo Peçanha,Nacho Monreal,Fábio Aurélio,Brendon Šantalab,Marc Janko,Carlos Santana,Peter Crouch,Giordano Bruno,Mazda Cosmo,Gerald Guralnik,Anwar Sadat,Jimmy Carter,Marion Raven,Mariah Carey,Agatha Barbara,Chandigarh,Suwa Nagano,North Carolina,Star Wars,Pedro Pires,Leandro Guaita,Ricardo Ezzati Andrello,Vincenzo Montella,Hard rock,Radoslav Kováč,Mario Gómez,Tim Krul,Robert Coontz,Victor Ponta,Lima footballer,Robert Trivers,Claude Makélélé,Carl Valeri,Roman Sharonov,Senad Lulić,Ched Evans,Bob Carr,Gordon Sprigg,Bernard Mandeville,Waldemar Pawlak,Gerd Müller,Avril Lavigne,Michael Bay,Rahm Emanuel,Giorgio Chiellini,Niklaus Wirth,Hayato Ikeda,Naif Hazazi,William Chan,Giannis Maniatis,Gerald Ford,Milan Susak,Colorado Rapids,Jerry Moran,Piedra Spain,Takashi Sorimachi,Chavacano,Patty Murray,Nicki Minaj,Padmé Amidala,Carl Levin,Good Charlotte,Aymara language,Ordos City,Romansh language,Odawara,Dordrecht,Ichihara Chiba,Yugawara,Haarlem,Split Croatia,Gilan Province,Karakoram,Croatia,West Java,Universal Orlando,Yashio Saitama,Rise of Nations,Uttarakhand,Red Skull,Yao people,Microsoft Word,Eagle Airways,So Girls,Madagascar,Villarreal CF,Ezequiel Garay,Kingdom of Italy,Mikaël Silvestre,Nereu Ramos,Manuel Valls,Ricardo Carvalho
Dave Mustaine	David Stern,John Curtin,Park Jungmin,Yan Xishan,Pakistan,Paraná state,Flea musician,Drake rapper,Leessang,Carl Levin,Patty Murray,Maya Yoshida,Dianne Feinstein,Fool Again,Pope Mark,Haha entertainer,Mao Fumei,Mestizo,Cape Colony,Daur language,Astana,Wang Dongxing,The Hague,Maebashi,Iron Man,Game Center,Busan,Valencian,Dai Jiaoqian,Warwickshire,Liu Yuzhang,Carlos Santana,Malice Mizer,Carl Valeri,Gary Cahill,TRAX band,Jerry Moran,Hans Geiger,Marcel Desailly,Gary Locke,Robbie Keane,Marc Janko,Ronan Keating,Avril Lavigne,Blake Ross,Ched Evans,Rahm Emanuel,Marco Di Vaio,Avex Trax,Yang Xu,Juventus FC,Ahmed Ouyahia,Pauleta,Lee Seunggi,Wally West,Cao Cao,Lu Xun,Ledley King,Brian Mulroney,Savo Milošević,Zara Phillips,Rainie Yang,Chen Jianbin,Ruhrstadion,Hakan Yakin,Piedra Spain,Mamadou Sakho,Zhang Wentian,Nereu Ramos,Wind song,Zhang Yesui,Luo Gan,Pope Sixtus V,Shueisha,Naif Hazazi,Milan Susak,Chavacano,Camellia,Löfven Cabinet,Love So Sweet,Tang Shaoyi,Tianhe Stadium,Pope Pius IX,BBC One,Akhenaten,Leeuwarden,OneDrive,Over Load,FC Metz,Zhongshan,Palencia,Yanan,Belfast,Wang Zhen,Hu Jintao,Katowice,Belize,Feng Guozhang,Qantas,Dave Mustaine
One Lan	Over Load,Luo Gan,Oregon,OneDrive,Leessang,Yanan,Cinemax,OpenJDK,Liu Jian,Sendai,Yemen,Busan,Lu Xun,Yunnan,Cao Cao,Iron Man,Berlin,H EP,Wind song,TRAX band,GDragon,Chicken,AS Nancy,MeeGo,Tong Liya,Americas,Clang,Modula2,Goa,FC Goa,Wilber Pan,Zenica,Celeron,BBC One,Rainie Yang,Metz,McLaren,Naha,Ched Evans,Donnie Yen,Botswana,Pakistan,Delhi,Lyon,Gujarat,Belize,Pope Mark,Armenia,Astana,Avex Trax,Nevada,Yang Xu,Zhu Xi,Belfast,Alkmaar,Cameroon,Bob Carr,Zhongshan,Odawara,Tuo Zhen,The Hague,Wang Zhen,Valencian,Hebei,Ovid,Qantas,Moon EP,Fool Again,Egirls,VIXX,EXID,SS501,Ich will,Kaká,HTC One V,Bird,Nampo,Oppa Oppa,Maxis,WatchOS,Pauleta,Qin Sheng,Clojure,AWK,TVBS,SimCity,Air Canada,SDN48,Hitachi,ABBA,GNU,Ranger 2,Setagaya,BASIC,AlQaeda,Xiaomi,Jining,Yokohama,NTV7,One Arashi album
Avril Lavigne	Carl Levin,Marion Raven,Mari Kiviniemi,Carl Valeri,Hakan Yakin,Gary Cahill,Chris Weitz,Gary Locke,Chris Brown,Liu Jian,Air Canada,Fool Again,The Hague,Iron Man,Andi Herzog,Li Keqiang,Rainie Yang,Gordon Sprigg,Conan OBrien,Yury Luzhkov,Berlin,Ledley King,Arjen Robben,Angelo Ogbonna,Dave Mustaine,Naif Hazazi,Phil Spector,Luo Gan,Fabio Capello,Will Champion,Emilia Fox,Angus Young,AS Nancy,Ched Evans,Avex Trax,Mariah Carey,TRAX band,Nereu Ramos,Denis Zvizdić,Senad Lulić,Marc Janko,Kim Hyungil,Ronan Keating,Alianza Lima,Wilber Pan,GDragon,Heath Ledger,Löfven Cabinet,Luís Figo,David Stern,Ruhrstadion,Mario Gómez,Sakhalin,AlQaeda,North Brabant,Bill Nelson,Carlos Santana,Brian Wilson,Tong Liya,Adam Smith,Hans Geiger,Anwar Sadat,Brian Mulroney,Liu Yuzhang,Jerry Moran,Alkmaar,Daur language,Akhenaten,Robbie Keane,Al Ain FC,Bulgaria,Dai Jiaoqian,Over Load,CurtissWright,Valencian,Qin Sheng,McLaren,Gilan Province,Tomb Raider,St Albans,Suwa Nagano,Astana,BBC One,North Carolina,Khmer Empire,Clang,Jining,Americas,Apple Watch,West Java,Mongol Empire,Pakistan,Azerbaijanis,Belgrade,Croatia,Armenia,Warwickshire,Belize,Shropshire,Avril Lavigne
Montgomery Blair	Santander Spain,Mongol Empire,Southern Tang,Michael Bay,Fool Again,Roger Wicker,Tong Liya,Tomer Hemed,Khmer Empire,Ranger 2,Ranger 6,Mohamed Morsi,Herbert Blumer,Marco Di Vaio,Montesquieu,Mong Kok Stadium,Kingdom of Italy,Voyager 2,Wilber Pan,John Roberts,Bob Carr,John Sherman,Worcestershire,Victor Ponta,North Sea,Rolling Star,Malcolm Fraser,Americas,Piedra Spain,Bob Corker,Jimmy Bullard,John B Weller,Matěj Vydra,Donnie Yen,Kurt Alder,Star Wars,County Durham,Seven Years War,Thomas Pledl,Malice Mizer,United Left Spain,Camellia,Monaco,Gerd Müller,North Carolina,Todor Burmov,Mao Fumei,Angelino Alfano,Madagascar,Kingdom of Sicily,Moshe Katsav,Pope Mark,Modula2,Merrimack River,Penguin Books,Kingdom of England,Tongzhi Emperor,Over Load,Robbie Keane,Manuel Valls,North Brabant,Nintendo DSi,Chromecast,Together When,Moon EP,Body Feels Exit,Pietro Badoglio,Rensuke Isogai,Dont Wanna Cry,Tomb Raider,Gelderland,Chrome OS,Sun Zhengcai,Monthly Comic Alive,Animax Asia,Sorry Sorry,Niels Bohr,Pyongyang,Amintore Fanfani,Berlin,Cantonese,Ledley King,Marion Raven,Ronan Keating,Sunny Hill,William Chan,Conan OBrien,Sherrod Brown,Ched Evans,Run Run Shaw,Seth Harris,Angus Young,Heath Ledger,Sammir,Flora Finch,Joachim Löw,Setagaya,Émile Borel,Michael Sheen,Montgomery Blair
Run Run Shaw	Rolling Star,Yuan Shanshan,Inuyasha,Lu Xun,Lin Fengjiao,Yan Xishan,Yunnan,Sun Zhengcai,Deng Yingchao,Li Ruihuan,Hu Jintao,William Chan,Qin Sheng,Sunny Hill,Luo Gan,North Sea,Milan Susak,Tang Shaoyi,Liu Jian,Air Canada,Nedum Onuoha,Tuo Zhen,Alan Sheehan,Al Ain FC,Shueisha,Anwar Sadat,Zhongshan,Wang Zhen,Guo Jinlong,Ranger 2,County Monaghan,Ron Wyden,Xu Xiangqian,Feng Guozhang,Ranger 6,County Durham,Liu Yuzhang,Sukhoi Su24,Iron Man,AS Roma,Shanghai,Rainie Yang,Wilber Pan,Tong Liya,Daur language,Donnie Yen,Kim Hyungil,Southern Tang,Lee Seunggi,ND Gorica,AS Nancy,Yang Xu,Asamoah Gyan,Kim Heechul,Yanan,Roman Sharonov,Wind song,Zhu Xi,HTC One V,TRAX band,Mao Fumei,Naha,Michael Bay,Punjabis,Duncan Oughton,Park Jungmin,Kim Ryeowook,Sendai,Moon EP,Over Load,Modula2,Zhang Wentian,Jining,Rensuke Isogai,Wang Dongxing,Club Atlas,FC Goa,Sven Bender,Pauleta,Cinemax,Zenica,Angus Young,Luís Figo,Yuya Tegoshi,AC Omonia,Busan,Penguin Books,Joachim Löw,Suzhou,John Sherman,Robbie Keane,BBC One,Confignon,Kurt Vonnegut,John Bercow,Yugawara,Lu Zhangong,Piedra Spain,Ronan Keating,Run Run Shaw
Editor Cresson	Henri Brisson,Anton Chekhov,Bill Nelson,Miloš Zeman,Brian Wilson,Peter Crouch,Elvis Presley,Exeter City FC,Andi Herzog,Todor Burmov,Bert T Combs,Victor Ponta,Rivers Cuomo,Pedro Pires,Phil Spector,Will Champion,Tom Hiddleston,Epicurus,Mazda Cosmo,Cao Cao,Tuo Zhen,Air Canada,Egirls,Dordrecht,Emilia Fox,Split Croatia,Oregon,Wind song,Fabio Capello,Lost season 3,Star Wars,Corsier,Cantonese,Otto Grotewohl,Émile Borel,Harold Urey,Alan Sheehan,Duncan Oughton,John Bercow,Tim Krul,Celeron,Clojure,Bob Corker,Seth Harris,David Stern,Jimmy Carter,Ruhrstadion,John Curtin,Carl Levin,Sherrod Brown,Kim Ryeowook,Bob Carr,Will Arnett,Emma Goldman,Ron Wyden,Marion Raven,Nilo Peçanha,Donnie Yen,Tomer Hemed,AlNusra Front,Armen Sargsyan,Leessang,Edward Livingston,Milan Susak,Luo Gan,Zhang Yesui,Ordos City,Wilber Pan,Zhongshan,Wally West,Malcolm Fraser,North Brabant,McLaren,Qin Sheng,Kuniaki Koiso,GDragon,The Siren song,Blake Ross,Confignon,Hayato Ikeda,Piedra Spain,Heath Ledger,Socrates,Yan Xishan,Animax Asia,Kim Heechul,Party of Regions,Fábio Aurélio,Viktor Chernomyrdin,Fool Again,Wang Zhen,North Sea,Tigris,Yitzhak Rabin,John Sherman,Quito,Taylor Swift,Edogawa Tokyo,Gold Typhoon,Édith Cresson
Cantonese	Katowice,Qantas,Yanan,Clojure,Cao Cao,Yunnan,Punjabis,Nampo,Qin Sheng,Jining,Chicken,Bashkirs,Croatia,Cameroon,Oregon,Palencia,Corsier,Monaco,Confignon,Clang,Astana,Camellia,Budapest,Yang Xu,Cinemax,Lyon,Zhang Yesui,Wang Zhen,Chandigarh,Quito,BBC One,Socrates,Pauleta,Maxis,OneDrive,WatchOS,AC Omonia,Chromecast,Celeron,Moon EP,Chrome OS,HTC One V,Carl Levin,IPhone 5S,Jahangir,Ranger 2,Sean Connery,Haarlem,Hans Geiger,Ranger 6,Wally West,Paris,Berbers,Suzhou,Valencian,Yao people,Naha,Mestizo,Chavacano,Tong Liya,Hebei,Zenica,West Java,Mauritius,Armenia,North Sea,Sendai,Yemen,Goa,Belize,Brooklyn,Luo Gan,Botswana,Americas,Yokohama,Donnie Yen,Cape Colony,Sammir,Zhongshan,AlQaeda,Busan,Sakhalin,Kaká,Jay album,Guangxi,Pakistan,Soft rock,Wind song,Linux,Bradford,Heartful,Maebashi,Belfast,McLaren,AS Nancy,Tuo Zhen,Belgrade,Tigris,Metz,Cantonese
Community Shield England 2011	Southend United FC,County Monaghan,Communist Party of Cuba,Kingdom of England,Blue English band,County Durham,City of Canada Bay,Ched Evans,Jimmy Bullard,Romansh language,Universal Orlando,Bosnian language,John Sherman,Southern Tang,Giorgio Chiellini,Sun Zhengcai,Star Awards 2001,Sunny Hill,Qin Sheng,Body Feels Exit,Alan Sheehan,Mountain View California,China Railways CRH3,Montgomery Blair,Tropical Storm Hanna 2002,Dont Wanna Cry,Lamborghini Gallardo,Tocharian languages,Limbu language,Ho Chi Minh City,Roman Sharonov,Cosmin Contra,Tokyo Disneyland,Ahmad Shah Bahadur,Kourtney Kardashian,Emma Goldman,Donald III of Scotland,University of Portland,Celtic languages,Coquitlam,Yuan Shanshan,Alexandre Millerand,Cornell University,Luigi Einaudi,Gelderland,Dmitry Polyansky,Crystal Palace FC,Dalian Shide FC,Indian Super League,Amintore Fanfani,Rose Bowl stadium,Toumba Stadium,Swiss Super League,Copa Libertadores,City Football Group,Qinghai Senke FC,Even If Ken Hirai song,Yellow Coldplay song,Perfume Japanese band,London Underground,Luzhniki Stadium,North Sea,Tianhe Stadium,Vegalta Sendai,Coptic alphabet,Albanian Armed Forces,Hausa language,Brown Eyed Girls,Mong Kok Stadium,Indonesian language,Nivkh language,Monthly Comic Alive,Music Madonna album,Dutch East Indies,Kara South Korean band,Mini DisplayPort,William Golding,Lost season 3,Ronan Keating,Together When,Kashmiri language,Tigrinya language,Nokia Lumia 800,Robbie Keane,Pope Stephen I,Akkadian language,Saint Paul Minnesota,Ivan Silayev,Nexus 7 2012,Beji Caid Essebsi,Pratt  Whitney JT9D,Sony Pictures Animation,Nintendo 2DS,Tongzhi Emperor,Daur language,United Left Spain,Conan OBrien,North Brabant,Tom Hiddleston,2011 FA Community Shield
